hshd_id,shabit,net_spend_amt,prod_desc,year,month,day
3604180445,Premium Loyal,2.99,CARDS A G  EASTER,2017,4,8
3515541867,Uncommitted,2.99,CARDS A G  EASTER,2017,4,10
3515541867,Uncommitted,2.99,CARDS A G  EASTER,2017,4,10
5002987567,Uncommitted,3.3200000000000003,CARDS A G  EASTER,2017,4,14
5002987567,Uncommitted,3.59,CARDS A G  EASTER,2017,4,14
3468818111,Premium Loyal,3.69,CARDS A G  EASTER,2017,4,5
3705342205,Premium Loyal,3.69,CARDS A G  EASTER,2017,4,15
3468818111,Premium Loyal,3.99,CARDS A G  EASTER,2017,4,5
3705342205,Premium Loyal,3.99,CARDS A G  EASTER,2017,4,15
3468818111,Premium Loyal,4.69,CARDS A G  EASTER,2017,4,5
3604180445,Premium Loyal,4.69,CARDS A G  EASTER,2017,4,8
3515541867,Uncommitted,4.69,CARDS A G  EASTER,2017,4,10
3515541867,Uncommitted,4.69,CARDS A G  EASTER,2017,4,10
4999651039,Potential,4.69,CARDS A G  EASTER,2017,4,11
3490692871,Valuable,4.99,CARDS A G  EASTER,2017,4,10
3471318279,Premium Loyal,4.99,CARDS A G  EASTER,2017,4,14
5002987567,Uncommitted,5.38,CARDS A G  EASTER,2017,4,14
3475794219,Premium Loyal,5.99,CARDS A G  EASTER,2017,4,15
9405277665,Uncommitted,3.99,CARDS A G  FATHER,2017,5,29
3470326333,Premium Loyal,4.29,CARDS A G  FATHER,2017,5,26
3470326333,Premium Loyal,4.69,CARDS A G  FATHER,2017,5,26
3511518359,Uncommitted,4.69,CARDS A G  FATHER,2017,5,26
4999167387,Potential,4.69,CARDS A G  FATHER,2017,5,29
3470326333,Premium Loyal,5.25,CARDS A G  FATHER,2017,5,26
3470326333,Premium Loyal,5.25,CARDS A G  FATHER,2017,5,26
3642264821,Uncommitted,2.69,CARDS A G  MOTHER,2017,5,2
3471432223,Premium Loyal,2.99,CARDS A G  MOTHER,2017,5,5
5003659521,Uncommitted,2.99,CARDS A G  MOTHER,2017,5,13
3474140877,Valuable,3.69,CARDS A G  MOTHER,2017,5,12
5003253151,Valuable,3.69,CARDS A G  MOTHER,2017,5,13
3474081369,Valuable,3.74,CARDS A G  MOTHER,2017,5,13
3659428669,Premium Loyal,3.74,CARDS A G  MOTHER,2017,5,13
3471432223,Premium Loyal,3.99,CARDS A G  MOTHER,2017,5,5
3479017353,Valuable,3.99,CARDS A G  MOTHER,2017,5,5
3480632679,Premium Loyal,3.99,CARDS A G  MOTHER,2017,5,12
3472859209,Potential,3.99,CARDS A G  MOTHER,2017,5,13
3475013783,Premium Loyal,3.99,CARDS A G  MOTHER,2017,5,13
3479099907,Premium Loyal,3.99,CARDS A G  MOTHER,2017,5,13
4999167387,Potential,3.99,CARDS A G  MOTHER,2017,5,14
3472859209,Potential,4.29,CARDS A G  MOTHER,2017,5,7
3472618393,Potential,4.29,CARDS A G  MOTHER,2017,5,11
3472859209,Potential,4.29,CARDS A G  MOTHER,2017,5,13
8960250003,Uncommitted,4.29,CARDS A G  MOTHER,2017,5,14
3472859209,Potential,4.69,CARDS A G  MOTHER,2017,5,7
3705342205,Premium Loyal,4.69,CARDS A G  MOTHER,2017,5,9
3468912669,Valuable,4.69,CARDS A G  MOTHER,2017,5,12
3470794787,Premium Loyal,4.69,CARDS A G  MOTHER,2017,5,13
3627700191,Potential,4.69,CARDS A G  MOTHER,2017,5,13
3670660711,Premium Loyal,4.69,CARDS A G  MOTHER,2017,5,13
8379391945,Valuable,4.69,CARDS A G  MOTHER,2017,5,13
3705342205,Premium Loyal,4.99,CARDS A G  MOTHER,2017,4,22
